1988	05	26	SY	KP	2	1	SQ	NP	28	1452	1544	+5	−6	80	61
1988	05	29	IR	SY	1	1	SQ	NP	-11	1664	1463	0	+1	38	79
1988	06	01	NP	SY	0	3	SQ		-5	923	1468	0	+3	175	76
1988	06	03	SY	HK	2	0	SQ	NP	18	1486	1301	+4	−3	72	106
1988	06	19	SY	JO	1	0	F		2	1488	1240	0	−1	72	126
1988	06	24	SY	NY	2	1	F		0	1488	929	0	0	72	174
1988	07	02	SY	TN	2	0	F		10	1498	1456	+1	−1	71	79
1988	07	04	SY	TN	0	0	F		-4	1494	1460	0	0	71	79
1988	07	08	DZ	SY	1	1	ARC	JO	-8	1630	1502	0	+1	43	71
1988	07	12	SY	BH	2	1	ARC	JO	14	1516	1379	+3	−3	68	94
1988	07	14	SY	KW	1	0	ARC	JO	21	1537	1508	+4	−6	64	70
1988	07	16	JO	SY	2	0	ARC		43	1322	1494	+11	−7	104	71
1988	07	19	EG	SY	0	0	ARC	JO	-9	1662	1503	0	+1	38	70
1988	07	21	IQ	SY	1	1	ARC	JO	-10	1682	1513	0	+2	36	68
1988	11	21	SY	SU	0	2	F		-3	1510	1991	0	0	64	3
1988	11	25	SY	JO	3	2	F		3	1513	1289	0	−1	64	109
1988	12	02	SA	SY	2	0	AC	QA	43	1507	1470	+14	−12	64	76
1988	12	04	CN	SY	3	0	AC	QA	27	1636	1443	+3	−5	44	81
1988	12	08	SY	KW	1	0	AC	QA	29	1472	1465	+6	−9	74	76
1988	12	11	SY	BH	1	0	AC	QA	19	1491	1373	+8	−3	67	98
1989	03	10	NY	SY	0	1	WQ		-3	926	1494	−1	0	175	68
1989	03	15	SA	SY	5	4	WQ		10	1585	1484	+4	−1	48	69
1989	03	25	SY	NY	2	0	WQ		1	1485	923	0	0	69	175
1989	03	30	SY	SA	0	0	WQ		0	1485	1587	0	0	70	50
1992	00	00	SY	JO	1	0	F		3	1488	1305	0	0	74	120
1992	05	14	KW	SY	0	0	F		-3	1475	1491	0	+1	79	76
1992	05	17	AE	SY	2	0	F		13	1439	1478	+3	−2	85	78
1992	05	20	AE	SY	0	0	F		-2	1437	1480	0	0	85	78
1992	05	29	QA	SY	4	2	SQ		23	1481	1457	+4	−3	78	82
1992	06	02	SY	OM	1	0	SQ	QA	4	1461	1089	0	−1	84	171
1992	09	04	SY	PS	0	0	PGC		-15	1446	1234	−5	+7	89	143
1992	09	11	SY	SA	1	1	PGC		3	1449	1589	0	−1	88	57
1992	09	15	SY	EG	0	0	PGC		5	1454	1626	+2	−2	87	49
1992	09	17	SY	KW	1	2	PGC		-25	1429	1498	−8	+7	95	73
1993	03	02	JO	SY	1	1	F		-2	1383	1431	0	+1	108	92
1993	03	06	SA	SY	0	0	F		-7	1598	1438	−2	+1	56	92
1993	03	16	KW	SY	2	1	F		6	1481	1432	0	−1	84	93
1993	03	29	SY	JO	2	3	F		-14	1418	1406	−4	+4	98	101
1993	04	20	JO	SY	2	2	F		-2	1404	1420	−1	+1	100	95
1993	06	23	SY	TW	2	0	WQ	IR	8	1428	1088	+1	−4	96	176
1993	06	25	OM	SY	0	0	WQ	IR	15	1109	1413	+2	−2	170	98
1993	06	27	IR	SY	1	1	WQ		-14	1609	1427	−6	+2	50	96
1993	07	02	SY	TW	8	1	WQ		6	1433	1061	+1	0	95	180
1993	07	04	SY	OM	2	1	WQ		4	1437	1122	+1	0	94	168
1993	07	07	SY	IR	1	1	WQ		4	1441	1610	+1	−2	93	50
1995	00	00	JO	SY	1	3	F		-16	1350	1457	−8	+3	121	87
1995	00	00	SY	JO	2	0	F		7	1464	1343	+3	−8	87	121
1995	03	31	SY	EG	1	2	F		-9	1455	1591	0	+2	89	58
1995	07	04	SY	EG	1	1	F		2	1457	1636	0	−2	90	42
1995	07	09	SY	EG	1	1	F		2	1459	1634	+1	0	89	42
1996	00	00	SY	BH	2	1	F		7	1466	1431	+2	−1	87	97
1996	03	05	SY	KW	0	2	F		-18	1448	1512	−8	+5	95	75
1996	05	23	KW	SY	3	1	F		8	1519	1440	+1	−1	73	96
1996	06	21	SY	KZ	2	0	SQ		32	1472	1535	+9	−8	85	72
1996	06	28	QA	SY	1	0	SQ		18	1429	1454	+7	−4	98	90
1996	07	12	KZ	SY	0	1	SQ		-28	1471	1482	−9	+12	86	81
1996	07	19	SY	QA	3	1	SQ		20	1502	1445	+4	−5	77	94
1996	09	25	SY	SD	1	2	F		-15	1487	1447	−2	+4	80	94
1996	09	29	SY	SD	1	0	F		6	1493	1441	0	−2	80	96
1996	11	16	SA	SY	3	1	F		7	1606	1486	+3	−2	54	82
1996	11	19	KW	SY	2	2	F		-5	1563	1491	−1	+2	64	80
1996	11	26	AE	SY	1	1	F		-5	1556	1496	0	+1	65	79
1996	11	28	AE	SY	1	0	F		6	1562	1490	+1	−1	65	80
1996	12	06	JP	SY	2	1	AC	AE	9	1759	1481	+2	−3	26	82
1996	12	09	CN	SY	3	0	AC	AE	35	1587	1446	+8	−9	58	92
1996	12	12	SY	UZ	2	1	AC	AE	37	1483	1594	+9	−13	83	58
1997	00	00	JO	SY	0	0	F		1	1338	1482	0	−2	123	83
1997	00	00	SY	JO	0	0	F		-6	1476	1344	−2	0	83	123
1997	03	02	SA	SY	3	0	F		7	1638	1469	0	−2	48	84
1997	03	05	SA	SY	1	1	F		-6	1632	1475	−1	+2	49	82
1997	03	30	AE	SY	0	2	F		-24	1579	1499	−4	+5	59	77
1997	04	30	SY	LY	1	1	F		-4	1495	1465	−1	0	78	85
1997	06	04	SY	MV	12	0	WQ		1	1496	742	0	0	78	208
1997	06	06	SY	IR	0	1	WQ		-14	1482	1709	−5	+5	83	31
1997	06	09	SY	MV	12	0	WQ	IR	2	1484	735	+1	0	81	209
1997	06	11	KG	SY	2	1	WQ	IR	34	1231	1450	+16	−7	141	88
1997	06	13	IR	SY	2	2	WQ		-16	1695	1466	−5	+2	36	86
1997	07	14	SY	AE	3	1	PAR	LB	41	1507	1558	+9	−11	75	66
1997	07	16	SY	KW	2	1	PAR	LB	28	1535	1630	+4	−1	71	47
1997	07	20	SY	MR	1	0	PAR	LB	5	1540	1188	+1	−1	70	158
1997	07	24	LB	SY	2	3	PAR		-18	1384	1558	−6	+4	110	66
1997	07	27	JO	SY	1	0	PAR	LB	27	1464	1531	+6	−6	85	72
1998	06	30	OM	SY	0	0	F		4	1294	1527	0	0	132	69
1998	07	02	OM	SY	1	2	F		-6	1288	1533	0	+1	132	68
1998	07	20	SY	JO	3	0	ARQ	LB	28	1561	1439	+5	−6	63	91
1998	07	23	SY	PS	2	1	ARQ	LB	5	1566	1215	+2	−1	61	149
1998	07	26	LB	SY	0	1	ARQ		-15	1370	1581	−3	+1	113	60
1998	09	12	SY	OM	3	0	F		3	1584	1285	0	−1	59	133
1998	09	15	SY	OM	0	0	F		-8	1576	1293	−1	+1	60	132
1998	09	18	BH	SY	2	0	F		21	1350	1555	+3	−4	120	64
1998	09	22	EG	SY	2	1	ARC	QA	12	1706	1543	+5	−2	34	66
1998	09	26	KW	SY	4	0	ARC	QA	30	1647	1513	+5	−6	49	71
1998	10	17	LB	SY	3	3	FRT	AE	6	1373	1507	0	0	115	74
1998	10	19	AE	SY	1	0	FRT		10	1542	1497	+6	−3	65	77
1998	10	21	SY	SD	3	2	FRT	AE	12	1509	1403	+3	−1	74	103
1999	07	16	JO	SY	1	0	F		9	1458	1500	+4	−1	88	77
1999	07	18	JO	SY	4	0	F		16	1474	1484	+6	−3	82	80
1999	08	19	OM	SY	1	1	PAR	JO	7	1373	1477	+1	−3	113	83
1999	08	23	LY	SY	1	1	PAR	JO	1	1452	1476	+1	+1	92	81
1999	08	25	SY	AE	2	2	PAR	JO	3	1479	1530	−1	−2	82	73
1999	08	27	PS	SY	1	1	PAR	JO	10	1308	1469	+1	−2	130	84
2000	01	31	KW	SY	4	0	F		6	1649	1463	+1	−3	46	88
2000	02	08	SY	KP	5	1	F		14	1477	1453	+5	−3	82	88
2000	02	13	SY	KP	0	0	F		-3	1474	1456	0	0	82	89
2000	03	06	SY	JO	0	0	F		-2	1472	1513	0	0	83	76
2000	03	13	JO	SY	0	0	F		-4	1502	1476	0	0	76	83
2000	03	17	JO	SY	0	0	F		-3	1487	1479	−1	+1	81	82
2000	03	31	SY	BH	1	0	SQ		7	1486	1289	+1	+1	80	132
2000	04	02	SY	IR	0	1	SQ		-11	1475	1766	0	0	80	24
2000	04	04	SY	MV	6	0	SQ		1	1476	863	−2	0	82	201
2000	04	09	SY	MV	2	1	SQ	IR	1	1477	862	−1	+1	84	200
2000	04	11	IR	SY	1	1	SQ		-15	1717	1492	−6	+5	35	79
2000	04	13	SY	BH	1	0	SQ	IR	11	1503	1321	+4	−2	75	125
2000	05	24	SY	PS	1	0	WAH	JO	8	1511	1250	+1	0	73	143
2000	05	26	SY	KZ	4	0	WAH	JO	34	1545	1442	+6	−6	67	90
2000	05	28	IR	SY	1	0	WAH	JO	11	1725	1534	+2	−1	35	68
2000	05	31	IQ	SY	0	0	WAH	JO	-6	1641	1540	0	+1	50	67
2000	06	02	IR	SY	1	0	WAH	JO	10	1747	1530	+2	−3	26	70
2000	08	09	SY	BH	1	0	FRT		4	1534	1317	+1	0	70	126
2000	08	13	SY	JO	1	0	FRT		8	1542	1453	+1	−2	69	87
2000	09	24	SA	SY	2	1	F		5	1629	1537	+1	−1	54	66
2000	09	26	SA	SY	3	0	F		9	1638	1528	+2	−4	52	70
2001	01	17	KW	SY	2	0	F	QA	11	1622	1517	+2	−1	55	72
2001	01	30	SA	SY	1	0	F		4	1682	1513	0	−2	45	75
2001	03	07	LB	SY	2	2	F		0	1426	1513	0	0	94	73
2001	04	30	SY	PH	12	0	WQ		1	1514	718	0	0	72	211
2001	05	04	SY	PH	5	1	WQ		0	1514	718	0	0	72	211
2001	05	07	SY	LA	11	0	WQ		2	1516	887	+1	−1	72	197
2001	05	11	SY	LA	9	0	WQ		1	1517	886	+1	0	71	197
2001	05	18	SY	OM	3	3	WQ		-13	1504	1350	−3	0	75	122
2001	05	25	OM	SY	2	0	WQ		35	1385	1469	+9	−9	113	83
2001	12	23	OM	SY	2	0	F		14	1413	1455	+2	−3	105	91
2001	12	25	OM	SY	1	0	F		8	1421	1447	+4	0	101	91
2001	12	29	KW	SY	0	0	F		-6	1560	1453	−2	0	65	91
2001	12	31	KW	SY	2	2	F		-5	1555	1458	−1	+1	65	89
2002	07	19	IQ	SY	2	0	F		7	1576	1451	+2	−2	61	90
2002	07	22	IQ	SY	2	1	F		4	1580	1447	+2	−1	59	91
2002	08	30	SY	PS	2	1	WAH		7	1454	1261	+2	−2	88	142
2002	09	03	SY	IQ	0	1	WAH		-18	1436	1606	−8	+5	96	54
2002	09	05	SY	JO	1	2	WAH		-25	1411	1467	−8	+4	104	88
2002	09	07	SY	IR	2	2	WAH		11	1422	1711	+1	0	103	37
2002	12	07	CN	SY	3	1	PMC	BH	12	1612	1410	+1	−2	55	107
2002	12	09	BH	SY	2	3	PMC		-21	1443	1431	−7	+4	95	103
2002	12	12	JO	SY	3	0	PMC	BH	20	1531	1411	+2	−4	69	107
2002	12	17	SY	YE	4	0	ARC	KW	18	1429	1197	+3	−2	103	156
2002	12	19	BH	SY	2	0	ARC	KW	29	1464	1400	+11	−3	89	106
2002	12	21	SY	LB	4	1	ARC	KW	34	1434	1358	+6	−10	100	120
2002	12	24	SA	SY	3	0	ARC	KW	17	1648	1417	+1	−4	49	104
2003	08	14	SY	LB	0	0	F		-4	1413	1384	−2	0	105	112
2003	08	22	LB	SY	1	0	F		8	1392	1405	+2	−4	110	107
2003	09	19	JO	SY	0	0	F		-6	1525	1411	−1	+3	70	106
2003	09	27	SY	YE	8	2	F	SA	9	1420	1182	+3	−4	102	159
2003	09	30	SA	SY	1	1	F		-7	1641	1427	−4	+1	52	101
2003	10	15	SY	LK	5	0	SQ		3	1430	945	+1	0	99	192
2003	10	18	SY	LK	8	0	SQ		3	1433	942	+1	−1	98	193
2003	11	07	SY	AE	1	3	SQ		-42	1391	1431	−15	+15	112	97
2003	11	14	AE	SY	3	1	SQ		19	1450	1372	+5	−6	92	116
2003	11	28	SY	TM	1	1	SQ		-1	1371	1464	−1	0	114	89
2004	02	18	BH	SY	2	1	WQ		6	1578	1365	+1	−1	65	117
2004	03	23	LB	SY	0	1	F		-13	1355	1378	−3	+2	119	115
2004	03	26	SY	PS	1	1	F		-5	1373	1280	0	+2	115	135
2004	03	31	KG	SY	1	1	WQ		6	1169	1367	+3	−2	159	117
2004	04	13	PS	SY	2	1	F	EG	12	1307	1355	+3	−2	129	119
2004	04	19	SD	SY	1	2	F		-13	1357	1368	−2	+3	118	116
2004	04	21	SD	SY	0	0	F		-3	1354	1371	−2	0	120	116
2004	06	01	KW	SY	0	1	F		-15	1456	1386	−3	+4	89	111
2004	06	03	KW	SY	1	2	F		-15	1441	1401	−6	+3	95	108
2004	06	09	SY	TJ	3	1	WQ		25	1426	1417	+9	−11	99	104
2004	06	10	SY	TJ	2	1	WQ		14	1440	1403	+5	−2	94	106
2004	06	19	SY	LB	3	1	WAH	IR	25	1465	1362	+8	−9	88	119
2004	06	21	IR	SY	7	1	WAH		11	1714	1454	+3	−6	32	95
2004	06	23	JO	SY	1	1	WAH	IR	-10	1633	1464	−2	+6	55	89
2004	06	25	IR	SY	4	1	WAH		8	1729	1456	+1	−4	30	93
2004	08	26	YE	SY	1	2	F		-4	1126	1460	0	+1	167	91
2004	08	28	YE	SY	2	1	F		16	1142	1444	+1	−5	166	96
2004	09	08	TJ	SY	0	1	WQ		-23	1380	1467	−4	+3	111	92
2004	09	29	KW	SY	1	1	F	LB	0	1479	1467	0	0	87	92
2004	10	06	SA	SY	2	2	F		-6	1621	1473	−4	+3	60	88
2004	10	08	QA	SY	1	2	F		-13	1460	1486	−5	+1	93	87
2004	10	13	SY	BH	2	2	WQ		-1	1485	1565	−1	0	88	66
2004	11	17	SY	KG	0	1	WQ		-37	1448	1195	−7	+7	94	158
2005	01	26	KW	SY	3	2	F		6	1516	1442	+1	0	79	93
2005	02	02	JP	SY	3	0	F		2	1848	1440	0	−1	16	94
2005	10	25	OM	SY	0	0	F		-7	1609	1447	0	+2	56	94
2005	11	16	SY	AE	0	3	F		-23	1424	1463	−5	+4	99	92
